receiver,method,G,S,N,R,Pbar,sigma2,num_particles,num_iters,num_mc_opt,num_mc_eval,seed_opt,seed_eval,warm_ratio,warm_start_noise,warm_policy_names,best_opt_score,eval_mc_mean_T,eval_mc_std_T,eval_mc_mean_T_over_G,eval_mc_mean_T_over_Gtx,eval_mc_mean_G_tx,pi_full,pi0,q_tx,beta,P,avg_power,runtime_sec
group_lmmse,PSO_MC,200.00000000,8,8,0.25000000,1.00000000,1.00000000,30,50,1000,10000,20260520,21260523,0.40000000,0.15000000,"[""structured_uniform_exp"", ""local_search""]",0.66323500,130.16190000,25.06682116,0.65080950,0.94394833,138.78250000,"[0.30686624436059184, 0.0865714458779375, 0.09813960387522144, 0.08968349242577577, 0.08044441635661068, 0.10654385291206134, 0.08701791317964969, 0.06032663061962324, 0.08440640039252846]",0.30686624,0.69313376,"[0.12489861469533584, 0.14158826211643488, 0.12938843577607, 0.11605900838345638, 0.1537132653621462, 0.12554274333296123, 0.08703461652069246, 0.12177505381290296]","[0.04459964660115458, 0.09316116627772625, 0.17811076043224416, 0.3302495190076334, 0.8889768372705409, 1.7971345797983673, 3.006439344024609, 6.065766848397336]",1.00000000,97.92094740
