scan_name,scan_value,receiver,method,G,S,N,R,Pbar,sigma2,mc_mean_T,mc_std_T,mc_p05_T,mc_p50_T,mc_p95_T,mc_mean_T_over_G,mc_mean_T_over_Gtx,mc_mean_G_tx,pi0,q_tx,avg_power,pi_full,beta,P,runtime_sec
R,0.30000000,group_lmmse,structured_uniform_exp,200.00000000,8,8,0.30000000,1.00000000,1.00000000,101.00320000,35.88913753,11.00000000,114.00000000,131.00000000,0.50501600,0.85647420,120.00390000,0.40000000,0.60000000,1.00000000,"[0.4, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.05228758169934641, 0.10457516339869281, 0.20915032679738563, 0.41830065359477125, 0.8366013071895425, 1.673202614379085, 3.34640522875817, 6.69281045751634]",0.00000000
R,0.30000000,group_lmmse,local_search,200.00000000,8,8,0.30000000,1.00000000,1.00000000,81.65990000,20.86376192,35.00000000,88.00000000,103.00000000,0.40829950,0.90307009,91.69830000,0.54162311,0.45837689,1.00000000,"[0.5416231126661994, 0.10559195059849322, 0.027671858687942898, 0.06826299460024007, 0.03908285996359583, 0.027976755964051643, 0.0991731709272028, 0.07315826969997757, 0.017459026892296628]","[0.2303605472184262, 0.0603692277088823, 0.14892329104396876, 0.0852635921303222, 0.06103439492069835, 0.2163572677149025, 0.15960287641357893, 0.038088802849220796]","[0.26216360005198003, 0.3083787286503318, 0.4204439823598909, 0.534400057800748, 0.8283492862518106, 2.2674051409684424, 6.65638769512281, 10.263314502517806]",0.00000000
R,0.30000000,group_lmmse,PSO_MC,200.00000000,8,8,0.30000000,1.00000000,1.00000000,106.03280000,22.92441225,52.00000000,111.00000000,128.00000000,0.53016400,0.93322063,114.55140000,0.42739806,0.57260194,1.00000000,"[0.4273980644239066, 0.0880134863226415, 0.07578269495760083, 0.0664641357104273, 0.07748617757525414, 0.05878779127741778, 0.07222964911075302, 0.06482255629603889, 0.0690154443259599]","[0.15370797905894493, 0.13234795457223883, 0.11607389284068327, 0.1353229403552321, 0.10266781794628677, 0.12614286579049536, 0.11320701567454723, 0.12052953376157143]","[0.0595505174953274, 0.13634654365705734, 0.23731984811427853, 0.5185076558546559, 0.9314940643086723, 1.8269925777339322, 3.479958285947343, 7.479083988011886]",106.66867880
N,2.00000000,group_lmmse,single_power,200.00000000,8,2,0.25000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,40.00210000,0.80000000,0.20000000,1.00000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.625, 1.25, 1.875, 2.5, 3.125, 3.75, 4.375, 5.0]",0.00000000
N,2.00000000,group_lmmse,structured_uniform_exp,200.00000000,8,2,0.25000000,1.00000000,1.00000000,19.96580000,7.21850684,4.00000000,21.00000000,29.00000000,0.09982900,0.51392955,40.02030000,0.80000000,0.20000000,1.00000000,"[0.8, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.012195121951219513, 0.03658536585365854, 0.10975609756097561, 0.32926829268292684, 0.9878048780487805, 2.9634146341463414, 8.890243902439025, 26.670731707317074]",0.00000000
N,2.00000000,group_lmmse,local_search,200.00000000,8,2,0.25000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,171.20360000,0.14431985,0.85568015,1.00000000,"[0.14431985198763542, 0.11430025226154543, 0.08721637300886771, 0.10948643441136358, 0.11422198821915654, 0.07698243830697664, 0.14127851068433017, 0.12102457073214688, 0.09116958038797758]","[0.13357824477645097, 0.10192637191766127, 0.12795252369204374, 0.13348678064400535, 0.08996637176379163, 0.16510668269271184, 0.14143669338744327, 0.10654633112589189]","[0.04016434783054132, 0.07789180848511465, 0.15596806313233355, 0.2889724898972389, 0.46908078983118173, 1.1749343941846766, 2.641215934907932, 4.571441193473069]",0.00000000
N,2.00000000,group_lmmse,PSO_MC,200.00000000,8,2,0.25000000,1.00000000,1.00000000,25.41890000,8.34713066,6.00000000,27.00000000,36.00000000,0.12709450,0.86991731,30.14070000,0.84968897,0.15031103,1.00000000,"[0.8496889679871635, 0.023256799371309676, 0.013920909492943225, 0.014956819813734716, 0.021011261141323206, 0.019175405679624318, 0.024284099601487124, 0.016477585214129873, 0.017228151698284337]","[0.1547245006562363, 0.09261402377807096, 0.0995058021586693, 0.1397852230801586, 0.1275715123690106, 0.16155899720928849, 0.10962325914123652, 0.11461668160732913]","[0.24484594624623682, 0.3145860585395033, 0.619328602402834, 1.2138661979538035, 2.636420230389442, 6.631245642599297, 12.132167277247856, 31.556560980354888]",94.72147140
N,4.00000000,group_lmmse,single_power,200.00000000,8,4,0.25000000,1.00000000,1.00000000,0.20470000,2.20147282,0.00000000,0.00000000,0.00000000,0.00102350,0.00860000,40.00210000,0.80000000,0.20000000,1.00000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.625, 1.25, 1.875, 2.5, 3.125, 3.75, 4.375, 5.0]",0.00000000
N,4.00000000,group_lmmse,structured_uniform_exp,200.00000000,8,4,0.25000000,1.00000000,1.00000000,45.75100000,15.84772899,8.00000000,50.00000000,64.00000000,0.22875500,0.58464313,80.02470000,0.60000000,0.40000000,1.00000000,"[0.6, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.019673693351674956, 0.04918423337918739, 0.12296058344796847, 0.3074014586199212, 0.768503646549803, 1.9212591163745074, 4.8031477909362685, 12.007869477340671]",0.00000000
N,4.00000000,group_lmmse,local_search,200.00000000,8,4,0.25000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,163.83360000,0.18085995,0.81914005,1.00000000,"[0.18085994561571384, 0.09277265427617393, 0.08407873951206352, 0.10941466349271156, 0.11478883035343307, 0.06526021483831353, 0.15856177292492518, 0.11109562283089229, 0.08316755615577305]","[0.11325615659938312, 0.10264269102951148, 0.13357259592799922, 0.14013333829672767, 0.07966917804717405, 0.19357101642906419, 0.135624698409356, 0.10153032526078422]","[0.04313334184950803, 0.08395266480681375, 0.15503003682775005, 0.305923327824333, 0.48246807767308697, 1.1525642428378833, 2.791426587581082, 4.959948018685873]",0.00000000
N,4.00000000,group_lmmse,PSO_MC,200.00000000,8,4,0.25000000,1.00000000,1.00000000,58.43440000,13.36723475,30.00000000,61.00000000,74.00000000,0.29217200,0.92107094,64.22300000,0.67931510,0.32068490,1.00000000,"[0.6793150964012131, 0.04615002743490085, 0.035124872243740585, 0.049030916194133696, 0.04795208670241259, 0.034252389351447185, 0.04379056166362971, 0.04052608760183503, 0.023857962406687312]","[0.14391081998870686, 0.10953079440149065, 0.15289436965663, 0.14953022784760103, 0.10681010851168969, 0.1365532370629353, 0.1263735434597749, 0.07439689907117149]","[0.08553394435624169, 0.16970642035959232, 0.3545575072108683, 0.9682110195250985, 1.7331077224281395, 3.8722007394228584, 9.26625437669588, 13.489237000364545]",90.23519800
N,8.00000000,group_lmmse,single_power,200.00000000,8,8,0.25000000,1.00000000,1.00000000,36.19780000,11.38722275,0.00000000,39.00000000,48.00000000,0.18098900,0.92790000,40.00210000,0.80000000,0.20000000,1.00000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.625, 1.25, 1.875, 2.5, 3.125, 3.75, 4.375, 5.0]",0.00000000
N,8.00000000,group_lmmse,structured_uniform_exp,200.00000000,8,8,0.25000000,1.00000000,1.00000000,119.71430000,11.90647101,101.00000000,120.00000000,138.00000000,0.59857150,0.99796657,120.00390000,0.40000000,0.60000000,1.00000000,"[0.4, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.05228758169934641, 0.10457516339869281, 0.20915032679738563, 0.41830065359477125, 0.8366013071895425, 1.673202614379085, 3.34640522875817, 6.69281045751634]",0.00000000
N,8.00000000,group_lmmse,local_search,200.00000000,8,8,0.25000000,1.00000000,1.00000000,123.51930000,27.10428918,36.00000000,129.00000000,147.00000000,0.61759650,0.94519507,131.60690000,0.34253052,0.65746948,1.00000000,"[0.3425305246213689, 0.11274951105918961, 0.06725759325562757, 0.07985092682653565, 0.06551372795670449, 0.054951107271090295, 0.1232243285160841, 0.09922182866653534, 0.054700451826864074]","[0.17149010757382785, 0.10229766669683713, 0.1214519149813764, 0.09964527694456946, 0.08357970876053891, 0.1874221285256175, 0.15091473046622328, 0.08319846605100951]","[0.06223980640146981, 0.10803637076049269, 0.21370407038631548, 0.32544068158416634, 0.6446329244884846, 1.537009378565974, 3.94979311568248, 6.0439169549320075]",0.00000000
N,8.00000000,group_lmmse,PSO_MC,200.00000000,8,8,0.25000000,1.00000000,1.00000000,130.48300000,24.57268998,77.00000000,136.00000000,154.00000000,0.65241500,0.94701986,138.63660000,0.30729018,0.69270982,1.00000000,"[0.30729018217705883, 0.09567907861624544, 0.07816964544103619, 0.07988826758867108, 0.10491969328917453, 0.07749152830239672, 0.08270748859030941, 0.08686823800403086, 0.08698587799107692]","[0.13812288515983084, 0.11284616361683587, 0.11532717673865968, 0.15146269128813233, 0.11186722969502333, 0.11939702089143726, 0.12540350341365403, 0.12557332919642664]","[0.04642046192676698, 0.07988585458248966, 0.15029101794124947, 0.35815787535488725, 0.718153610531191, 1.3193979224757417, 2.8021943859306315, 6.110566387631277]",91.59757660
N,16.00000000,group_lmmse,single_power,200.00000000,8,16,0.25000000,1.00000000,1.00000000,40.00210000,6.41138099,30.00000000,40.00000000,51.00000000,0.20001050,1.00000000,40.00210000,0.80000000,0.20000000,1.00000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.625, 1.25, 1.875, 2.5, 3.125, 3.75, 4.375, 5.0]",0.00000000
N,16.00000000,group_lmmse,structured_uniform_exp,200.00000000,8,16,0.25000000,1.00000000,1.00000000,200.10410000,14.10377094,177.00000000,200.00000000,223.00000000,1.00052050,1.00000000,200.10410000,0.00000000,1.00000000,1.00000000,"[0.0, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.08144557233225413, 0.13845747296483202, 0.23537770404021444, 0.4001420968683645, 0.6802415646762197, 1.1564106599495734, 1.9658981219142748, 3.3420268072542667]",0.00000000
N,16.00000000,group_lmmse,local_search,200.00000000,8,16,0.25000000,1.00000000,1.00000000,197.04860000,14.02263533,174.00000000,197.00000000,220.00000000,0.98524300,1.00000000,197.04860000,0.01464530,0.98535470,1.00000000,"[0.014645300874246314, 0.19227558781769774, 0.07342512502582915, 0.12184684472729432, 0.1422435130828041, 0.10838235612122778, 0.12234919647852549, 0.1156536938576029, 0.1091783820147722]","[0.1951333748022843, 0.07451644072025523, 0.12365785116303982, 0.14435767466173174, 0.1099932402183589, 0.12416766935508465, 0.1173726516555059, 0.11080109742373956]","[0.04832014997143304, 0.08387713463022423, 0.19561680725106123, 0.27671714141303216, 0.5862054985442463, 0.9405666578979517, 2.6230387882989463, 4.024404607956516]",0.00000000
N,16.00000000,group_lmmse,PSO_MC,200.00000000,8,16,0.25000000,1.00000000,1.00000000,200.10090000,14.10336874,177.00000000,200.00000000,223.00000000,1.00050450,0.99991745,200.12030000,0.00004313,0.99995687,1.00000000,"[4.312797526728751e-05, 0.1435952038072058, 0.03714801773119362, 0.13906751264364645, 0.1271757606673096, 0.17769982773111473, 0.1566297054710823, 0.11697063139265557, 0.10167021258052471]","[0.14360139704470587, 0.03714961991908267, 0.13907351060257203, 0.12718124573693018, 0.17770749189542998, 0.15663646088449326, 0.11697567631673061, 0.1016745976000553]","[0.05375097202497018, 0.1140706291051016, 0.23663536635812224, 0.35418347225586816, 0.6517596841770392, 1.1945171772017569, 2.0271405596877994, 3.6398262414836475]",97.08358940
Pbar,0.50000000,group_lmmse,single_power,200.00000000,8,8,0.25000000,0.50000000,1.00000000,36.19780000,11.38722275,0.00000000,39.00000000,48.00000000,0.18098900,0.92790000,40.00210000,0.80000000,0.20000000,0.50000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.3125, 0.625, 0.9375, 1.25, 1.5625, 1.875, 2.1875, 2.5]",0.00000000
Pbar,0.50000000,group_lmmse,structured_uniform_exp,200.00000000,8,8,0.25000000,0.50000000,1.00000000,111.95890000,27.53386682,28.00000000,118.00000000,135.00000000,0.55979450,0.94117196,120.00390000,0.40000000,0.60000000,0.50000000,"[0.4, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.06787131027687844, 0.11538122747069335, 0.19614808670017866, 0.33345174739030375, 0.5668679705635163, 0.9636755499579778, 1.6382484349285622, 2.7850223393785556]",0.00000000
Pbar,0.50000000,group_lmmse,local_search,200.00000000,8,8,0.25000000,0.50000000,1.00000000,111.32780000,24.01659482,70.00000000,116.00000000,134.00000000,0.55663900,0.93329536,120.23150000,0.39900985,0.60099015,0.50000000,"[0.39900985216734264, 0.0718318574221928, 0.04415639739056235, 0.0933543384783957, 0.06382156358437406, 0.057951313748968995, 0.10537629692390599, 0.11209551537901223, 0.05240286490524521]","[0.1195225207621773, 0.07347274751475207, 0.1553342243879674, 0.10619402633226668, 0.09642639560391802, 0.1753378109506838, 0.1865180582132016, 0.08719421623503307]","[0.033563558762090974, 0.052643495052352156, 0.11101523114600961, 0.17115370525289064, 0.32585121608041245, 0.7331300078213202, 2.014146661993593, 2.9017999359578206]",0.00000000
Pbar,0.50000000,group_lmmse,PSO_MC,200.00000000,8,8,0.25000000,0.50000000,1.00000000,119.03270000,21.49605170,75.00000000,123.00000000,140.00000000,0.59516350,0.95584222,125.30240000,0.37421082,0.62578918,0.50000000,"[0.37421082390289684, 0.0770790584954951, 0.07686043891183565, 0.08283724010158389, 0.09706051666285849, 0.07928452261830339, 0.08474297486364149, 0.07402050311435, 0.053903921329035154]","[0.12317096785888608, 0.12282161764317458, 0.13237243989776215, 0.1551009834784961, 0.1266952603954928, 0.1354177702339997, 0.11828345062789054, 0.08613750986429802]","[0.03931730638022355, 0.07118596442097182, 0.1358469674385749, 0.29050479118228534, 0.5273868163876494, 1.1209934447942842, 1.9979917898723079, 3.1045246555390347]",92.82682290
Pbar,1.00000000,group_lmmse,single_power,200.00000000,8,8,0.25000000,1.00000000,1.00000000,36.19780000,11.38722275,0.00000000,39.00000000,48.00000000,0.18098900,0.92790000,40.00210000,0.80000000,0.20000000,1.00000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.625, 1.25, 1.875, 2.5, 3.125, 3.75, 4.375, 5.0]",0.00000000
Pbar,1.00000000,group_lmmse,structured_uniform_exp,200.00000000,8,8,0.25000000,1.00000000,1.00000000,119.71430000,11.90647101,101.00000000,120.00000000,138.00000000,0.59857150,0.99796657,120.00390000,0.40000000,0.60000000,1.00000000,"[0.4, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.05228758169934641, 0.10457516339869281, 0.20915032679738563, 0.41830065359477125, 0.8366013071895425, 1.673202614379085, 3.34640522875817, 6.69281045751634]",0.00000000
Pbar,1.00000000,group_lmmse,local_search,200.00000000,8,8,0.25000000,1.00000000,1.00000000,123.51930000,27.10428918,36.00000000,129.00000000,147.00000000,0.61759650,0.94519507,131.60690000,0.34253052,0.65746948,1.00000000,"[0.3425305246213689, 0.11274951105918961, 0.06725759325562757, 0.07985092682653565, 0.06551372795670449, 0.054951107271090295, 0.1232243285160841, 0.09922182866653534, 0.054700451826864074]","[0.17149010757382785, 0.10229766669683713, 0.1214519149813764, 0.09964527694456946, 0.08357970876053891, 0.1874221285256175, 0.15091473046622328, 0.08319846605100951]","[0.06223980640146981, 0.10803637076049269, 0.21370407038631548, 0.32544068158416634, 0.6446329244884846, 1.537009378565974, 3.94979311568248, 6.0439169549320075]",0.00000000
Pbar,1.00000000,group_lmmse,PSO_MC,200.00000000,8,8,0.25000000,1.00000000,1.00000000,130.48300000,24.57268998,77.00000000,136.00000000,154.00000000,0.65241500,0.94701986,138.63660000,0.30729018,0.69270982,1.00000000,"[0.30729018217705883, 0.09567907861624544, 0.07816964544103619, 0.07988826758867108, 0.10491969328917453, 0.07749152830239672, 0.08270748859030941, 0.08686823800403086, 0.08698587799107692]","[0.13812288515983084, 0.11284616361683587, 0.11532717673865968, 0.15146269128813233, 0.11186722969502333, 0.11939702089143726, 0.12540350341365403, 0.12557332919642664]","[0.04642046192676698, 0.07988585458248966, 0.15029101794124947, 0.35815787535488725, 0.718153610531191, 1.3193979224757417, 2.8021943859306315, 6.110566387631277]",88.90619710
Pbar,1.50000000,group_lmmse,single_power,200.00000000,8,8,0.25000000,1.50000000,1.00000000,36.19780000,11.38722275,0.00000000,39.00000000,48.00000000,0.18098900,0.92790000,40.00210000,0.80000000,0.20000000,1.50000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.9375, 1.875, 2.8125, 3.75, 4.6875, 5.625, 6.5625, 7.5]",0.00000000
Pbar,1.50000000,group_lmmse,structured_uniform_exp,200.00000000,8,8,0.25000000,1.50000000,1.00000000,119.75030000,11.80807745,102.00000000,120.00000000,138.00000000,0.59875150,0.99822113,120.00390000,0.40000000,0.60000000,1.50000000,"[0.4, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.0784313725490196, 0.1568627450980392, 0.3137254901960784, 0.6274509803921569, 1.2549019607843137, 2.5098039215686274, 5.019607843137255, 10.03921568627451]",0.00000000
Pbar,1.50000000,group_lmmse,local_search,200.00000000,8,8,0.25000000,1.50000000,1.00000000,126.05510000,24.27203282,67.00000000,131.00000000,149.00000000,0.63027550,0.95278454,133.10750000,0.33468734,0.66531266,1.50000000,"[0.334687338836291, 0.12779884972103203, 0.05459868340569825, 0.09243761560081767, 0.06995390946292139, 0.049034857899112196, 0.11921488448912114, 0.09013447028387067, 0.06213939030113566]","[0.19208840772321545, 0.0820646991900001, 0.13893860886268655, 0.10514441336583598, 0.07370197617063914, 0.17918625549767905, 0.13547686004684628, 0.09339877914309741]","[0.10373382211612169, 0.16162277371961706, 0.2851578694630589, 0.4467580978056272, 0.9775729988070436, 2.419844390999392, 5.729466648498771, 9.13217349567662]",0.00000000
Pbar,1.50000000,group_lmmse,PSO_MC,200.00000000,8,8,0.25000000,1.50000000,1.00000000,136.50860000,24.87111946,98.00000000,141.00000000,160.00000000,0.68254300,0.95198814,144.17700000,0.28008184,0.71991816,1.50000000,"[0.28008184112574497, 0.12526342283291095, 0.07828777281609907, 0.10030751332145944, 0.0884086068991418, 0.07392034617871616, 0.07974216179886612, 0.0896836706197617, 0.08430466440729974]","[0.17399675405991552, 0.10874537869487642, 0.13933182832658583, 0.1228036906825457, 0.10267881879005014, 0.11076559302735178, 0.12457481383717445, 0.11710312258150007]","[0.06073471260322536, 0.11776070080228625, 0.2692256341345671, 0.6194891604984323, 1.047963347305524, 2.0991829530904944, 4.357521498320477, 9.08302872653217]",98.53332110
Pbar,2.00000000,group_lmmse,single_power,200.00000000,8,8,0.25000000,2.00000000,1.00000000,36.19780000,11.38722275,0.00000000,39.00000000,48.00000000,0.18098900,0.92790000,40.00210000,0.80000000,0.20000000,2.00000000,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.25, 2.5, 3.75, 5.0, 6.25, 7.5, 8.75, 10.0]",0.00000000
Pbar,2.00000000,group_lmmse,structured_uniform_exp,200.00000000,8,8,0.25000000,2.00000000,1.00000000,120.76810000,24.52397735,82.00000000,124.00000000,149.00000000,0.60384050,0.75940305,160.19790000,0.20000000,0.80000000,2.00000000,"[0.19999999999999996, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.019673693351674956, 0.04918423337918739, 0.12296058344796847, 0.3074014586199212, 0.768503646549803, 1.9212591163745074, 4.8031477909362685, 12.007869477340671]",0.00000000
Pbar,2.00000000,group_lmmse,local_search,200.00000000,8,8,0.25000000,2.00000000,1.00000000,127.18090000,23.24948234,73.00000000,131.00000000,149.00000000,0.63590450,0.96049076,133.10750000,0.33468734,0.66531266,2.00000000,"[0.334687338836291, 0.12779884972103203, 0.05459868340569825, 0.09243761560081767, 0.06995390946292139, 0.049034857899112196, 0.11921488448912114, 0.09013447028387067, 0.06213939030113566]","[0.19208840772321545, 0.0820646991900001, 0.13893860886268655, 0.10514441336583598, 0.07370197617063914, 0.17918625549767905, 0.13547686004684628, 0.09339877914309741]","[0.1383117628214955, 0.21549703162615608, 0.3802104926174119, 0.5956774637408364, 1.3034306650760576, 3.2264591879991884, 7.639288864665029, 12.176231327568829]",0.00000000
Pbar,2.00000000,group_lmmse,PSO_MC,200.00000000,8,8,0.25000000,2.00000000,1.00000000,138.67910000,25.91703865,88.00000000,144.00000000,163.00000000,0.69339550,0.95265849,146.39700000,0.26853800,0.73146200,2.00000000,"[0.2685379983535179, 0.11532833009584621, 0.06064913417946228, 0.11530478622881989, 0.06647462723135922, 0.07815489369756366, 0.10086307113257333, 0.10505353582618271, 0.0896336232546748]","[0.15766824501648516, 0.08291494847708329, 0.15763605760692276, 0.09087912575325631, 0.10684751022150317, 0.13789242763880544, 0.14362131674606854, 0.12254036853987532]","[0.061166497740968946, 0.0956215596065418, 0.2484219807369565, 0.4249427083195276, 0.793438771162519, 2.1257599050266234, 5.35550103889469, 12.174205375595568]",89.41535060
