receiver,G,q_arrival,R,sigma2,Pbar,exp_layers,T_four_point,T_exp_layer,exp_minus_four,best_r,four_pi0,four_pi1,four_pi2,four_pi12,four_P1,four_P2,four_P3,avg_power_four,avg_power_exp,exp_power_support,exp_probability,exp_pi0,exp_pi1,exp_pi2,exp_pi3,exp_P1,exp_P2,exp_P3,exp_P4
OD,2.0,1.0,0.8,1.0,2.0,2,1.6000000000000005,1.6000000000000005,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,2.0,1.0,0.8,1.0,2.0,3,1.6000000000000005,1.6000000000000008,2.220446049250313e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.987992525 2.027752376 2.068307423,0 0.8 0.1 0.1,0.0,0.8,0.1,0.1,1.9879925251481054,2.0277523756510676,2.068307423164089,
OD,2.0,1.0,0.8,1.0,2.0,4,1.6000000000000005,1.6000000000000008,2.220446049250313e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.94901228 1.987992525 2.027752376 2.068307423,0 0 0.8 0.1 0.1,0.0,0.0,0.8,0.1,1.9490122795569662,1.9879925251481056,2.0277523756510676,2.0683074231640894
SUD,0.0,0.0,0.8,1.0,2.0,2,0.0,0.0,0.0,1.02,1.0,0.0,0.0,0.0,0.7411011265922482,1.015716566510398,1.2903320064285477,0.0,0.0,0 0,1 0 0,1.0,0.0,0.0,,0.0,0.0,,
SUD,0.0,0.0,0.8,1.0,2.0,3,0.0,0.0,0.0,1.02,1.0,0.0,0.0,0.0,0.7411011265922482,1.015716566510398,1.2903320064285477,0.0,0.0,0 0 0,1 0 0 0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
SUD,0.0,0.0,0.8,1.0,2.0,4,0.0,0.0,0.0,1.02,1.0,0.0,0.0,0.0,0.7411011265922482,1.015716566510398,1.2903320064285477,0.0,0.0,0 0 0 0,1 0 0 0 0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUD,0.08333333333333333,0.041666666666666664,0.8,1.0,2.0,2,0.06458333333333333,0.06486111111111113,0.0002777777777778073,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.08333333333333333,0.041666666666666664,0.8,1.0,2.0,3,0.06458333333333333,0.06542361111111111,0.000840277777777787,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.08333333333333333,0.041666666666666664,0.8,1.0,2.0,4,0.06458333333333333,0.06542361111111111,0.000840277777777787,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.16666666666666666,0.08333333333333333,0.8,1.0,2.0,2,0.12499999999999999,0.1261111111111111,0.0011111111111111044,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.16666666666666666,0.08333333333333333,0.8,1.0,2.0,3,0.12499999999999999,0.1283611111111111,0.0033611111111111064,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.16666666666666666,0.08333333333333333,0.8,1.0,2.0,4,0.12499999999999999,0.1283611111111111,0.0033611111111111064,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.25,0.125,0.8,1.0,2.0,2,0.18125000000000002,0.18374999999999997,0.0024999999999999467,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.25,0.125,0.8,1.0,2.0,3,0.18125000000000002,0.18881250000000002,0.0075625,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.25,0.125,0.8,1.0,2.0,4,0.18125000000000002,0.18881250000000002,0.0075625,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.3333333333333333,0.16666666666666666,0.8,1.0,2.0,2,0.2333333333333333,0.23777777777777778,0.004444444444444473,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.3333333333333333,0.16666666666666666,0.8,1.0,2.0,3,0.2333333333333333,0.24677777777777776,0.013444444444444453,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.3333333333333333,0.16666666666666666,0.8,1.0,2.0,4,0.2333333333333333,0.24677777777777776,0.013444444444444453,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.41666666666666663,0.20833333333333331,0.8,1.0,2.0,2,0.28124999999999994,0.28819444444444436,0.00694444444444442,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.41666666666666663,0.20833333333333331,0.8,1.0,2.0,3,0.28124999999999994,0.30225694444444445,0.02100694444444451,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.41666666666666663,0.20833333333333331,0.8,1.0,2.0,4,0.28124999999999994,0.30225694444444445,0.02100694444444451,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.5,0.25,0.8,1.0,2.0,2,0.325,0.335,0.010000000000000009,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.5,0.25,0.8,1.0,2.0,3,0.325,0.35525000000000007,0.030250000000000055,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.5,0.25,0.8,1.0,2.0,4,0.325,0.35525000000000007,0.030250000000000055,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.5833333333333333,0.29166666666666663,0.8,1.0,2.0,2,0.3645833333333333,0.3781944444444445,0.013611111111111185,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.5833333333333333,0.29166666666666663,0.8,1.0,2.0,3,0.3645833333333333,0.40575694444444443,0.04117361111111112,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.5833333333333333,0.29166666666666663,0.8,1.0,2.0,4,0.3645833333333333,0.40575694444444443,0.04117361111111112,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.6666666666666666,0.3333333333333333,0.8,1.0,2.0,2,0.4,0.4177777777777778,0.01777777777777778,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.6666666666666666,0.3333333333333333,0.8,1.0,2.0,3,0.4,0.4537777777777778,0.05377777777777776,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.6666666666666666,0.3333333333333333,0.8,1.0,2.0,4,0.4,0.4537777777777778,0.05377777777777776,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.75,0.375,0.8,1.0,2.0,2,0.43125,0.45375,0.022499999999999964,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0 0.65 0.35,0.0,0.65,0.35,,1.4814814814814814,2.962962962962963,,
SUD,0.75,0.375,0.8,1.0,2.0,3,0.43125,0.49931250000000005,0.06806250000000003,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.75,0.375,0.8,1.0,2.0,4,0.43125,0.49931250000000005,0.06806250000000003,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.8333333333333333,0.41666666666666663,0.8,1.0,2.0,2,0.4583333333333333,0.4881944444444444,0.02986111111111106,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0.05 0.55 0.4,0.04999999999999993,0.55,0.4,,1.4814814814814814,2.962962962962963,,
SUD,0.8333333333333333,0.41666666666666663,0.8,1.0,2.0,3,0.4583333333333333,0.542361111111111,0.08402777777777765,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.8333333333333333,0.41666666666666663,0.8,1.0,2.0,4,0.4583333333333333,0.542361111111111,0.08402777777777765,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,0.9166666666666666,0.4583333333333333,0.8,1.0,2.0,2,0.48125,0.523875,0.04262499999999997,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0.1 0.45 0.45,0.09999999999999998,0.45,0.45,,1.4814814814814814,2.962962962962963,,
SUD,0.9166666666666666,0.4583333333333333,0.8,1.0,2.0,3,0.48125,0.5829236111111111,0.10167361111111112,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,0.9166666666666666,0.4583333333333333,0.8,1.0,2.0,4,0.48125,0.5829236111111111,0.10167361111111112,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,1.0,0.5,0.8,1.0,2.0,2,0.5,0.5609999999999999,0.06099999999999994,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,1.481481481 2.962962963,0.15 0.35 0.5,0.15000000000000002,0.35,0.5,,1.4814814814814814,2.962962962962963,,
SUD,1.0,0.5,0.8,1.0,2.0,3,0.5,0.621,0.121,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,1.0,0.5,0.8,1.0,2.0,4,0.5,0.621,0.121,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,1.0833333333333333,0.5416666666666666,0.8,1.0,2.0,2,0.5145833333333333,0.5994444444444444,0.08486111111111116,1.7,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,1.9999999999999998,1.687763713 2.869198312,0.2 0.25 0.55,0.19999999999999996,0.25,0.55,,1.6877637130801686,2.8691983122362865,,
SUD,1.0833333333333333,0.5416666666666666,0.8,1.0,2.0,3,0.5145833333333333,0.6565902777777777,0.1420069444444444,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,1.0833333333333333,0.5416666666666666,0.8,1.0,2.0,4,0.5145833333333333,0.6565902777777777,0.1420069444444444,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.3773584906 0.7547169811 1.509433962 3.018867925,0 0 0.35 0.15 0.5,0.0,0.0,0.35,0.15,0.37735849056603776,0.7547169811320755,1.509433962264151,3.018867924528302
SUD,1.1666666666666665,0.5833333333333333,0.8,1.0,2.0,2,0.525,0.6387499999999999,0.1137499999999999,1.7,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0000000000000004,1.709401709 2.905982906,0.25 0.15 0.6,0.25,0.15,0.6,,1.7094017094017095,2.9059829059829063,,
SUD,1.1666666666666665,0.5833333333333333,0.8,1.0,2.0,3,0.525,0.6896944444444444,0.16469444444444437,2.0,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.7547169811 1.509433962 3.018867925,0 0.35 0.15 0.5,0.0,0.35,0.15,0.5,0.7547169811320755,1.509433962264151,3.018867924528302,
SUD,1.1666666666666665,0.5833333333333333,0.8,1.0,2.0,4,0.525,0.693,0.16799999999999993,1.5,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.8510638298 1.276595745 1.914893617 2.872340426,0.1 0.25 0.05 0 0.6,0.10000000000000009,0.25,0.05,0.0,0.851063829787234,1.2765957446808511,1.9148936170212767,2.872340425531915
SUD,1.25,0.625,0.8,1.0,2.0,2,0.53125,0.6796875,0.1484375,1.7,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0000000000000004,1.709401709 2.905982906,0.25 0.15 0.6,0.25,0.15,0.6,,1.7094017094017095,2.9059829059829063,,
SUD,1.25,0.625,0.8,1.0,2.0,3,0.53125,0.7234375000000001,0.19218750000000007,1.7,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,1.9999999999999998,0.9905894007 1.684001981 2.862803368,0.15 0.2 0.05 0.6,0.15000000000000002,0.2,0.05,0.6,0.9905894006934127,1.6840019811788016,2.8628033680039624,
SUD,1.25,0.625,0.8,1.0,2.0,4,0.53125,0.7312500000000002,0.20000000000000018,1.5,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0,0.8510638298 1.276595745 1.914893617 2.872340426,0.1 0.25 0.05 0 0.6,0.10000000000000009,0.25,0.05,0.0,0.851063829787234,1.2765957446808511,1.9148936170212767,2.872340425531915
SUD,1.3333333333333333,0.6666666666666666,0.8,1.0,2.0,2,0.5333333333333334,0.7217777777777779,0.18844444444444441,1.05,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.3333333333333333,0.6666666666666666,0.8,1.0,2.0,3,0.5333333333333334,0.7626666666666666,0.22933333333333317,1.7,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,1.9999999999999998,0.9905894007 1.684001981 2.862803368,0.15 0.2 0.05 0.6,0.15000000000000002,0.2,0.05,0.6,0.9905894006934127,1.6840019811788016,2.8628033680039624,
SUD,1.3333333333333333,0.6666666666666666,0.8,1.0,2.0,4,0.5333333333333334,0.768,0.23466666666666658,1.5,0.0,0.5,0.0,0.5,0.7411011265922482,1.015716566510398,1.2903320064285477,1.015716566510398,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
SUD,1.4166666666666665,0.7083333333333333,0.8,1.0,2.0,2,0.5332522222222223,0.7652361111111111,0.23198388888888877,1.05,0.06000000000000005,0.46,0.0,0.48,0.7411011265922482,1.015716566510398,1.2903320064285477,0.9602658813181372,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.4166666666666665,0.7083333333333333,0.8,1.0,2.0,3,0.5332522222222223,0.8007708333333334,0.2675186111111111,1.7,0.06000000000000005,0.46,0.0,0.48,0.7411011265922482,1.015716566510398,1.2903320064285477,0.9602658813181372,1.9999999999999998,0.9905894007 1.684001981 2.862803368,0.15 0.2 0.05 0.6,0.15000000000000002,0.2,0.05,0.6,0.9905894006934127,1.6840019811788016,2.8628033680039624,
SUD,1.4166666666666665,0.7083333333333333,0.8,1.0,2.0,4,0.5332522222222223,0.8103333333333332,0.2770811111111109,1.5,0.06000000000000005,0.46,0.0,0.48,0.7411011265922482,1.015716566510398,1.2903320064285477,0.9602658813181372,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
SUD,1.5,0.75,0.8,1.0,2.0,2,0.53328,0.8085000000000001,0.27522000000000013,1.05,0.12,0.44,0.0,0.44,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8938305785291503,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.5,0.75,0.8,1.0,2.0,3,0.53328,0.83775,0.30447,1.7,0.12,0.44,0.0,0.44,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8938305785291503,1.9999999999999998,0.9905894007 1.684001981 2.862803368,0.15 0.2 0.05 0.6,0.15000000000000002,0.2,0.05,0.6,0.9905894006934127,1.6840019811788016,2.8628033680039624,
SUD,1.5,0.75,0.8,1.0,2.0,4,0.53328,0.8520000000000002,0.3187200000000002,1.5,0.12,0.44,0.0,0.44,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8938305785291503,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
SUD,1.5833333333333333,0.7916666666666666,0.8,1.0,2.0,2,0.5333300000000001,0.8515694444444443,0.3182394444444442,1.05,0.16000000000000003,0.42,0.0,0.42,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8532019158687343,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.5833333333333333,0.7916666666666666,0.8,1.0,2.0,3,0.5333300000000001,0.877298611111111,0.3439686111111109,1.7,0.16000000000000003,0.42,0.0,0.42,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8532019158687343,2.0000000000000004,0.993295257 1.688601937 2.870623293,0.25 0.05 0.05 0.65,0.25,0.05,0.05,0.65,0.993295257015148,1.6886019369257514,2.8706232927737774,
SUD,1.5833333333333333,0.7916666666666666,0.8,1.0,2.0,4,0.5333300000000001,0.8929999999999998,0.3596699999999997,1.5,0.16000000000000003,0.42,0.0,0.42,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8532019158687343,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
SUD,1.6666666666666665,0.8333333333333333,0.8,1.0,2.0,2,0.5333333333333334,0.8944444444444444,0.36111111111111094,1.05,0.19999999999999996,0.4,0.0,0.4,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8125732532083185,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.6666666666666665,0.8333333333333333,0.8,1.0,2.0,3,0.5333333333333334,0.9194444444444443,0.38611111111111085,1.7,0.19999999999999996,0.4,0.0,0.4,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8125732532083185,2.0000000000000004,0.993295257 1.688601937 2.870623293,0.25 0.05 0.05 0.65,0.25,0.05,0.05,0.65,0.993295257015148,1.6886019369257514,2.8706232927737774,
SUD,1.6666666666666665,0.8333333333333333,0.8,1.0,2.0,4,0.5333333333333334,0.9333333333333332,0.3999999999999998,1.5,0.19999999999999996,0.4,0.0,0.4,0.7411011265922482,1.015716566510398,1.2903320064285477,0.8125732532083185,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
SUD,1.75,0.875,0.8,1.0,2.0,2,0.5333300000000001,0.937125,0.4037949999999999,1.05,0.24,0.38,0.0,0.38,0.7411011265922482,1.015716566510398,1.2903320064285477,0.7719445905479025,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.75,0.875,0.8,1.0,2.0,3,0.5333300000000001,0.9611875,0.4278574999999999,1.7,0.24,0.38,0.0,0.38,0.7411011265922482,1.015716566510398,1.2903320064285477,0.7719445905479025,2.0000000000000004,0.993295257 1.688601937 2.870623293,0.25 0.05 0.05 0.65,0.25,0.05,0.05,0.65,0.993295257015148,1.6886019369257514,2.8706232927737774,
SUD,1.75,0.875,0.8,1.0,2.0,4,0.5333300000000001,0.9729999999999998,0.43966999999999967,1.5,0.24,0.38,0.0,0.38,0.7411011265922482,1.015716566510398,1.2903320064285477,0.7719445905479025,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
SUD,1.8333333333333333,0.9166666666666666,0.8,1.0,2.0,2,0.53328,0.979611111111111,0.446331111111111,1.05,0.28,0.36,0.0,0.36,0.7411011265922482,1.015716566510398,1.2903320064285477,0.7313159278874866,1.9999999999999998,2.730375427 2.866894198,0.3 0.05 0.65,0.29999999999999993,0.05,0.65,,2.7303754266211597,2.866894197952218,,
SUD,1.8333333333333333,0.9166666666666666,0.8,1.0,2.0,3,0.53328,1.0025277777777777,0.4692477777777777,1.7,0.28,0.36,0.0,0.36,0.7411011265922482,1.015716566510398,1.2903320064285477,0.7313159278874866,2.0000000000000004,0.993295257 1.688601937 2.870623293,0.25 0.05 0.05 0.65,0.25,0.05,0.05,0.65,0.993295257015148,1.6886019369257514,2.8706232927737774,
SUD,1.8333333333333333,0.9166666666666666,0.8,1.0,2.0,4,0.53328,1.012,0.47872000000000003,1.5,0.28,0.36,0.0,0.36,0.7411011265922482,1.015716566510398,1.2903320064285477,0.7313159278874866,2.0000000000000004,0.8533333333 1.28 1.92 2.88,0.2 0.15 0 0 0.65,0.19999999999999996,0.15,0.0,0.0,0.8533333333333334,1.28,1.9200000000000002,2.8800000000000003
