receiver,G,q_arrival,R,sigma2,Pbar,exp_layers,T_four_point,T_exp_layer,exp_minus_four,best_r,four_pi0,four_pi1,four_pi2,four_pi12,four_P1,four_P2,four_P3,avg_power_four,avg_power_exp,exp_power_support,exp_probability,exp_pi0,exp_pi1,exp_pi2,exp_pi3,exp_P1,exp_P2,exp_P3,exp_P4
OD,0.25,0.125,0.8,1.0,2.0,3,0.20000000000000007,0.2000000000000001,2.7755575615628914e-17,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.985978988 2.025698568 2.066212539,0 0.8 0.05 0.15,0.0,0.8,0.05,0.15,1.9859789883423031,2.0256985681091493,2.066212539471332,
OD,0.25,0.125,0.8,1.0,2.0,4,0.20000000000000007,0.20000000000000015,8.326672684688674e-17,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999998,1.987912696 2.02767095 2.068224369 2.109588856,0 0.85 0.05 0.05 0.05,0.0,0.85,0.05,0.05,1.9879126956453976,2.0276709495583054,2.0682243685494717,2.1095888559204616
OD,0.3333333333333333,0.16666666666666666,0.8,1.0,2.0,2,0.2666666666666668,0.2666666666666668,0.0,1.02,0.0,0.0,0.26,0.74,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2189319920498287,2.0,1.998001998 2.037962038,0 0.95 0.05,0.0,0.95,0.05,,1.9980019980019983,2.0379620379620382,,
OD,0.3333333333333333,0.16666666666666666,0.8,1.0,2.0,3,0.2666666666666668,0.2666666666666668,0.0,1.02,0.0,0.0,0.26,0.74,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2189319920498287,2.0,1.958825488 1.998001998 2.037962038,0 0 0.95 0.05,0.0,0.0,0.95,0.05,1.9588254882372529,1.998001998001998,2.037962037962038,
OD,0.3333333333333333,0.16666666666666666,0.8,1.0,2.0,4,0.2666666666666668,0.26666666666666683,5.551115123125783e-17,1.02,0.0,0.0,0.26,0.74,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2189319920498287,2.0,1.948706916 1.987681054 2.027434675 2.067983369,0 0.3 0.3 0.2 0.2,0.0,0.3,0.3,0.2,1.948706916038793,1.9876810543595689,2.0274346754467603,2.0679833689556957
OD,0.41666666666666663,0.20833333333333331,0.8,1.0,2.0,2,0.3333333333333334,0.3333333333333334,0.0,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.978239367 2.017804154,0 0.45 0.55,0.0,0.45,0.55,,1.9782393669634024,2.0178041543026706,,
OD,0.41666666666666663,0.20833333333333331,0.8,1.0,2.0,3,0.3333333333333334,0.3333333333333335,5.551115123125783e-17,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0000000000000004,1.962631496 2.001884126 2.041921809,0 0.15 0.75 0.1,0.0,0.15,0.75,0.1,1.962631496310253,2.001884126236458,2.0419218087611872,
OD,0.41666666666666663,0.20833333333333331,0.8,1.0,2.0,4,0.3333333333333334,0.33333333333333365,2.220446049250313e-16,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.950913457 1.989931726 2.02973036 2.070324968,0 0.05 0.75 0.1 0.1,0.0,0.05,0.75,0.1,1.9509134566986952,1.9899317258326692,2.0297303603493226,2.070324967556309
OD,0.5,0.25,0.8,1.0,2.0,2,0.40000000000000013,0.40000000000000013,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,0.5,0.25,0.8,1.0,2.0,3,0.40000000000000013,0.4000000000000002,5.551115123125783e-17,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999998,1.968348949 2.007715928 2.047870246,0 0.4 0.4 0.2,0.0,0.4,0.4,0.2,1.968348948901661,2.007715927879694,2.047870246437288,
OD,0.5,0.25,0.8,1.0,2.0,4,0.40000000000000013,0.4000000000000002,5.551115123125783e-17,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.929753871 1.968348949 2.007715928 2.047870246,0 0 0.4 0.4 0.2,0.0,0.0,0.4,0.4,1.9297538714722169,1.9683489489016612,2.0077159278796946,2.0478702464372884
OD,0.5833333333333333,0.29166666666666663,0.8,1.0,2.0,2,0.46666666666666673,0.4666666666666666,-1.1102230246251565e-16,1.02,0.0,0.0,0.12,0.88,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2573781536383697,2.0,1.960784314 2,0 0 1,0.0,0.0,1.0,,1.9607843137254901,2.0,,
OD,0.5833333333333333,0.29166666666666663,0.8,1.0,2.0,3,0.46666666666666673,0.4666666666666669,1.6653345369377348e-16,1.02,0.0,0.0,0.12,0.88,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2573781536383697,2.0000000000000004,1.966490993 2.005820813 2.04593723,0 0.25 0.65 0.1,0.0,0.25,0.65,0.1,1.96649099347125,2.005820813340675,2.0459372296074885,
OD,0.5833333333333333,0.29166666666666663,0.8,1.0,2.0,4,0.46666666666666673,0.46666666666666706,3.3306690738754696e-16,1.02,0.0,0.0,0.12,0.88,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2573781536383697,2.0,1.940990021 1.979809822 2.019406018 2.059794139,0 0.25 0.25 0.25 0.25,0.0,0.25,0.25,0.25,1.9409900213703,1.979809821797706,2.01940601823366,2.0597941385983334
OD,0.6666666666666666,0.3333333333333333,0.8,1.0,2.0,2,0.5333333333333335,0.5333333333333335,0.0,1.02,0.0,0.0,0.44,0.56,0.7411011265922482,1.015716566510398,1.2903320064285477,1.1695012128645619,2.0,1.98019802 2.01980198,0 0.5 0.5,0.0,0.5,0.5,,1.9801980198019802,2.01980198019802,,
OD,0.6666666666666666,0.3333333333333333,0.8,1.0,2.0,3,0.5333333333333335,0.5333333333333335,0.0,1.02,0.0,0.0,0.44,0.56,0.7411011265922482,1.015716566510398,1.2903320064285477,1.1695012128645619,2.0,1.941370608 1.98019802 2.01980198,0 0 0.5 0.5,0.0,0.0,0.5,0.5,1.9413706076490003,1.9801980198019804,2.01980198019802,
OD,0.6666666666666666,0.3333333333333333,0.8,1.0,2.0,4,0.5333333333333335,0.5333333333333337,1.1102230246251565e-16,1.02,0.0,0.0,0.44,0.56,0.7411011265922482,1.015716566510398,1.2903320064285477,1.1695012128645619,1.9999999999999998,1.952665818 1.991719135 2.031553517 2.072184588,1.110223025e-16 0.3 0.3 0.3 0.1,1.1102230246251565e-16,0.3,0.3,0.3,1.952665818428635,1.9917191347972076,2.0315535174931516,2.072184587843015
OD,0.75,0.375,0.8,1.0,2.0,2,0.6000000000000002,0.6000000000000002,0.0,1.02,0.0,0.0,0.24,0.76,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2244243008481919,2.0,1.992031873 2.03187251,0 0.8 0.2,0.0,0.8,0.2,,1.9920318725099602,2.0318725099601593,,
OD,0.75,0.375,0.8,1.0,2.0,3,0.6000000000000002,0.6000000000000002,0.0,1.02,0.0,0.0,0.24,0.76,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2244243008481919,1.9999999999999998,1.952972424 1.992031873 2.03187251,0 0 0.8 0.2,0.0,0.0,0.8,0.2,1.9529724240293724,1.99203187250996,2.031872509960159,
OD,0.75,0.375,0.8,1.0,2.0,4,0.6000000000000002,0.6000000000000004,2.220446049250313e-16,1.02,0.0,0.0,0.24,0.76,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2244243008481919,2.0,1.970014023 2.009414303 2.049602589 2.090594641,0 0.65 0.1 0.1 0.15,0.0,0.65,0.1,0.1,1.9700140225598124,2.0094143030110088,2.049602589071229,2.090594640852654
OD,0.8333333333333333,0.41666666666666663,0.8,1.0,2.0,2,0.6666666666666669,0.6666666666666667,-1.1102230246251565e-16,1.02,0.0,0.0,0.24,0.76,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2244243008481919,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,0.8333333333333333,0.41666666666666663,0.8,1.0,2.0,3,0.6666666666666669,0.666666666666667,1.1102230246251565e-16,1.02,0.0,0.0,0.24,0.76,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2244243008481919,2.0,1.982003409 2.021643477 2.062076347,0 0.75 0.05 0.2,0.0,0.75,0.05,0.2,1.9820034090458636,2.021643477226781,2.0620763467713163,
OD,0.8333333333333333,0.41666666666666663,0.8,1.0,2.0,4,0.6666666666666669,0.666666666666667,1.1102230246251565e-16,1.02,0.0,0.0,0.24,0.76,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2244243008481919,2.0000000000000004,1.943140597 1.982003409 2.021643477 2.062076347,0 0 0.75 0.05 0.2,0.0,0.0,0.75,0.05,1.943140597103788,1.9820034090458638,2.0216434772267813,2.062076346771317
OD,0.9166666666666666,0.4583333333333333,0.8,1.0,2.0,2,0.7333333333333336,0.7333333333333336,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,0.9166666666666666,0.4583333333333333,0.8,1.0,2.0,3,0.7333333333333336,0.7333333333333336,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.929905821 1.968503937 2.007874016,0 0 0.2 0.8,0.0,0.0,0.2,0.8,1.9299058205959547,1.9685039370078738,2.0078740157480315,
OD,0.9166666666666666,0.4583333333333333,0.8,1.0,2.0,4,0.7333333333333336,0.7333333333333337,1.1102230246251565e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999998,1.903157452 1.941220601 1.980045013 2.019645914,0 0.05 0.05 0.25 0.65,0.0,0.05,0.05,0.25,1.9031574524029833,1.941220601451043,1.9800450134800638,2.0196459137496654
OD,1.0,0.5,0.8,1.0,2.0,2,0.8000000000000003,0.8000000000000003,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,1.0,0.5,0.8,1.0,2.0,3,0.8000000000000003,0.8000000000000004,1.1102230246251565e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999998,1.976128369 2.015650937 2.055963955,0 0.6 0.2 0.2,0.0,0.6,0.2,0.2,1.9761283692988694,2.015650936684847,2.0559639554185436,
OD,1.0,0.5,0.8,1.0,2.0,4,0.8000000000000003,0.8000000000000004,1.1102230246251565e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.937380754 1.976128369 2.015650937 2.055963955,0 0 0.6 0.2 0.2,0.0,0.0,0.6,0.2,1.9373807542145782,1.9761283692988698,2.015650936684847,2.0559639554185445
OD,1.0833333333333333,0.5416666666666666,0.8,1.0,2.0,2,0.8666666666666668,0.8666666666666668,0.0,1.02,0.0,0.0,0.06,0.94,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2738550800334587,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,1.0833333333333333,0.5416666666666666,0.8,1.0,2.0,3,0.8666666666666668,0.8666666666666668,0.0,1.02,0.0,0.0,0.06,0.94,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2738550800334587,2.0,1.929905821 1.968503937 2.007874016,0 0 0.2 0.8,0.0,0.0,0.2,0.8,1.9299058205959547,1.9685039370078738,2.0078740157480315,
OD,1.0833333333333333,0.5416666666666666,0.8,1.0,2.0,4,0.8666666666666668,0.866666666666667,2.220446049250313e-16,1.02,0.0,0.0,0.06,0.94,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2738550800334587,2.0,1.952819109 1.991875491 2.031713001 2.072347261,0 0.15 0.55 0.25 0.05,0.0,0.15,0.55,0.25,1.952819109194224,1.9918754913781085,2.0317130012056706,2.072347261229784
OD,1.1666666666666665,0.5833333333333333,0.8,1.0,2.0,2,0.9333333333333336,0.9333333333333335,-1.1102230246251565e-16,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.986097319 2.025819265,0 0.65 0.35,0.0,0.65,0.35,,1.9860973187686195,2.025819265143992,,
OD,1.1666666666666665,0.5833333333333333,0.8,1.0,2.0,3,0.9333333333333336,0.9333333333333336,0.0,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.954843124 1.993939986 2.033818786,0 0.1 0.65 0.25,0.0,0.1,0.65,0.25,1.954843123839312,1.9939399863160983,2.03381878604242,
OD,1.1666666666666665,0.5833333333333333,0.8,1.0,2.0,4,0.9333333333333336,0.933333333333334,4.440892098500626e-16,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.964015311 2.003295618 2.04336153 2.084228761,0 0.65 0.05 0.05 0.25,0.0,0.65,0.05,0.05,1.9640153114633683,2.0032956176926358,2.0433615300464885,2.0842287606474184
OD,1.25,0.625,0.8,1.0,2.0,2,1.0000000000000004,1.0,-4.440892098500626e-16,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.960784314 2,0 0 1,0.0,0.0,1.0,,1.9607843137254901,2.0,,
OD,1.25,0.625,0.8,1.0,2.0,3,1.0000000000000004,1.0,-4.440892098500626e-16,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.922337562 1.960784314 2,0 0 0 1,0.0,0.0,0.0,1.0,1.9223375624759709,1.9607843137254903,2.0,
OD,1.25,0.625,0.8,1.0,2.0,4,1.0000000000000004,1.0,-4.440892098500626e-16,1.02,0.0,0.0,0.32,0.68,0.7411011265922482,1.015716566510398,1.2903320064285477,1.20245506565474,2.0,1.884644669 1.922337562 1.960784314 2,0 0 0 0 1,0.0,0.0,0.0,0.0,1.8846446690940888,1.9223375624759707,1.96078431372549,2.0
OD,1.3333333333333333,0.6666666666666666,0.8,1.0,2.0,2,1.066666666666667,1.0666666666666669,-2.220446049250313e-16,1.02,0.0,0.0,0.78,0.22,0.7411011265922482,1.015716566510398,1.2903320064285477,1.076131963292391,2.0,1.964636542 2.003929273,0 0.1 0.9,0.0,0.1,0.9,,1.9646365422396856,2.0039292730844793,,
OD,1.3333333333333333,0.6666666666666666,0.8,1.0,2.0,3,1.066666666666667,1.066666666666667,0.0,1.02,0.0,0.0,0.78,0.22,0.7411011265922482,1.015716566510398,1.2903320064285477,1.076131963292391,1.9999999999999998,1.958748751 1.997923726 2.037882201,0 0.1 0.75 0.15,0.0,0.1,0.75,0.15,1.958748751297671,1.9979237263236242,2.0378822008500967,
OD,1.3333333333333333,0.6666666666666666,0.8,1.0,2.0,4,1.066666666666667,1.0666666666666673,2.220446049250313e-16,1.02,0.0,0.0,0.78,0.22,0.7411011265922482,1.015716566510398,1.2903320064285477,1.076131963292391,2.0,1.970014023 2.009414303 2.049602589 2.090594641,0 0.65 0.1 0.1 0.15,0.0,0.65,0.1,0.1,1.9700140225598124,2.0094143030110088,2.049602589071229,2.090594640852654
OD,1.4166666666666665,0.7083333333333333,0.8,1.0,2.0,2,1.1333333333333335,1.1333333333333335,0.0,1.02,0.0,0.0,0.1,0.9,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2628704624367328,2.0,1.964636542 2.003929273,0 0.1 0.9,0.0,0.1,0.9,,1.9646365422396856,2.0039292730844793,,
OD,1.4166666666666665,0.7083333333333333,0.8,1.0,2.0,3,1.1333333333333335,1.1333333333333337,2.220446049250313e-16,1.02,0.0,0.0,0.1,0.9,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2628704624367328,1.9999999999999998,1.974294683 2.013780577 2.054056188,0 0.4 0.55 0.05,0.0,0.4,0.55,0.05,1.974294683224418,2.013780576888906,2.0540561884266846,
OD,1.4166666666666665,0.7083333333333333,0.8,1.0,2.0,4,1.1333333333333335,1.1333333333333337,2.220446049250313e-16,1.02,0.0,0.0,0.1,0.9,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2628704624367328,1.9999999999999998,1.935583023 1.974294683 2.013780577 2.054056188,0 0 0.4 0.55 0.05,0.0,0.0,0.4,0.55,1.935583022769037,1.9742946832244177,2.013780576888906,2.0540561884266846
OD,1.5,0.75,0.8,1.0,2.0,2,1.2000000000000004,1.2000000000000004,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,1.5,0.75,0.8,1.0,2.0,3,1.2000000000000004,1.2000000000000004,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.929905821 1.968503937 2.007874016,0 0 0.2 0.8,0.0,0.0,0.2,0.8,1.9299058205959547,1.9685039370078738,2.0078740157480315,
OD,1.5,0.75,0.8,1.0,2.0,4,1.2000000000000004,1.2000000000000008,4.440892098500626e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999996,1.929453023 1.968042084 2.007402925 2.047550984,0 0.2 0.2 0.2 0.4,0.0,0.2,0.2,0.2,1.9294530232213525,1.9680420836857795,2.007402925359495,2.047550983866685
OD,1.5833333333333333,0.7916666666666666,0.8,1.0,2.0,2,1.2666666666666668,1.2666666666666668,0.0,1.02,0.0,0.0,0.1,0.9,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2628704624367328,2.0,1.964636542 2.003929273,0 0.1 0.9,0.0,0.1,0.9,,1.9646365422396856,2.0039292730844793,,
OD,1.5833333333333333,0.7916666666666666,0.8,1.0,2.0,3,1.2666666666666668,1.266666666666667,2.220446049250313e-16,1.02,0.0,0.0,0.1,0.9,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2628704624367328,2.0,1.970326877 2.009733415 2.049928083,0 0.4 0.45 0.15,0.0,0.4,0.45,0.15,1.9703268772289322,2.009733414773511,2.049928083068981,
OD,1.5833333333333333,0.7916666666666666,0.8,1.0,2.0,4,1.2666666666666668,1.2666666666666675,6.661338147750939e-16,1.02,0.0,0.0,0.1,0.9,0.7411011265922482,1.015716566510398,1.2903320064285477,1.2628704624367328,2.0,1.948859586 1.987836778 2.027593513 2.068145383,0 0.15 0.55 0.15 0.15,0.0,0.15,0.55,0.15,1.9488595858361561,1.9878367775528794,2.0275935131039367,2.0681453833660157
OD,1.6666666666666665,0.8333333333333333,0.8,1.0,2.0,2,1.3333333333333337,1.3333333333333335,-2.220446049250313e-16,1.02,0.0,0.0,0.44,0.56,0.7411011265922482,1.015716566510398,1.2903320064285477,1.1695012128645619,2.0,1.964636542 2.003929273,0 0.1 0.9,0.0,0.1,0.9,,1.9646365422396856,2.0039292730844793,,
OD,1.6666666666666665,0.8333333333333333,0.8,1.0,2.0,3,1.3333333333333337,1.333333333333334,2.220446049250313e-16,1.02,0.0,0.0,0.44,0.56,0.7411011265922482,1.015716566510398,1.2903320064285477,1.1695012128645619,2.0,1.993978186 2.03385775 2.074534905,0 0.9 0.05 0.05,0.0,0.9,0.05,0.05,1.9939781858786465,2.0338577495962196,2.074534904588144,
OD,1.6666666666666665,0.8333333333333333,0.8,1.0,2.0,4,1.3333333333333337,1.333333333333334,2.220446049250313e-16,1.02,0.0,0.0,0.44,0.56,0.7411011265922482,1.015716566510398,1.2903320064285477,1.1695012128645619,2.0,1.954880574 1.993978186 2.03385775 2.074534905,0 0 0.9 0.05 0.05,0.0,0.0,0.9,0.05,1.95488057439083,1.9939781858786465,2.0338577495962196,2.0745349045881443
OD,1.75,0.875,0.8,1.0,2.0,2,1.4000000000000006,1.4000000000000006,0.0,1.02,0.0,0.0,0.8,0.2,0.7411011265922482,1.015716566510398,1.2903320064285477,1.070639654494028,2.0,1.992031873 2.03187251,0 0.8 0.2,0.0,0.8,0.2,,1.9920318725099602,2.0318725099601593,,
OD,1.75,0.875,0.8,1.0,2.0,3,1.4000000000000006,1.4000000000000008,2.220446049250313e-16,1.02,0.0,0.0,0.8,0.2,0.7411011265922482,1.015716566510398,1.2903320064285477,1.070639654494028,2.0,1.987992525 2.027752376 2.068307423,0 0.8 0.1 0.1,0.0,0.8,0.1,0.1,1.9879925251481054,2.0277523756510676,2.068307423164089,
OD,1.75,0.875,0.8,1.0,2.0,4,1.4000000000000006,1.400000000000001,4.440892098500626e-16,1.02,0.0,0.0,0.8,0.2,0.7411011265922482,1.015716566510398,1.2903320064285477,1.070639654494028,1.9999999999999998,1.987912696 2.02767095 2.068224369 2.109588856,0 0.85 0.05 0.05 0.05,0.0,0.85,0.05,0.05,1.9879126956453976,2.0276709495583054,2.0682243685494717,2.1095888559204616
OD,1.8333333333333333,0.9166666666666666,0.8,1.0,2.0,2,1.4666666666666672,1.4666666666666672,0.0,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.968503937 2.007874016,0 0.2 0.8,0.0,0.2,0.8,,1.968503937007874,2.0078740157480315,,
OD,1.8333333333333333,0.9166666666666666,0.8,1.0,2.0,3,1.4666666666666672,1.4666666666666675,2.220446049250313e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999998,1.960476788 1.999686324 2.03968005,0 0.4 0.2 0.4,0.0,0.4,0.2,0.4,1.9604767879548304,1.999686323713927,2.0396800501882053,
OD,1.8333333333333333,0.9166666666666666,0.8,1.0,2.0,4,1.4666666666666672,1.4666666666666677,4.440892098500626e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.958709618 1.99788381 2.037841486 2.078598316,0 0.1 0.8 0.05 0.05,0.0,0.1,0.8,0.05,1.9587096177734877,1.9978838101289575,2.0378414863315366,2.0785983160581676
OD,1.9166666666666665,0.9583333333333333,0.8,1.0,2.0,2,1.5333333333333334,1.5333333333333337,2.220446049250313e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.978239367 2.017804154,0 0.45 0.55,0.0,0.45,0.55,,1.9782393669634024,2.0178041543026706,,
OD,1.9166666666666665,0.9583333333333333,0.8,1.0,2.0,3,1.5333333333333334,1.5333333333333339,4.440892098500626e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,2.0,1.960707423 1.999921572 2.039920003,0 0.1 0.8 0.1,0.0,0.1,0.8,0.1,1.9607074232383042,1.9999215717030703,2.039920003137132,
OD,1.9166666666666665,0.9583333333333333,0.8,1.0,2.0,4,1.5333333333333334,1.5333333333333343,8.881784197001252e-16,1.02,0.0,0.0,0.2,0.8,0.7411011265922482,1.015716566510398,1.2903320064285477,1.235408918444918,1.9999999999999998,1.972034967 2.011475666 2.051705179 2.092739283,0 0.65 0.1 0.15 0.1,0.0,0.65,0.1,0.15,1.9720349665463985,2.0114756658773265,2.051705179194873,2.092739282778771
